ppantID,image,confidence,choice,correct,intervention
,,,,,
764991,34,6,real,correct,D
,,,,,
419747,77,7,real,incorrect,C
,,,,,
419747,44,8,ai,incorrect,C
,,,,,
419747,67,9,ai,correct,C
,,,,,
419747,58,5,ai,correct,C
,,,,,
419747,61,7,ai,correct,C
,,,,,
419747,23,8,real,correct,C
,,,,,
419747,70,5,ai,correct,C
,,,,,
419747,73,8,real,incorrect,C
,,,,,
419747,9,6,real,correct,C
,,,,,
419747,32,4,real,correct,C
,,,,,
419747,80,9,ai,correct,C
,,,,,
419747,92,2,real,incorrect,C
,,,,,
419747,34,8,ai,incorrect,C
,,,,,
419747,83,9,ai,correct,C
,,,,,
419747,72,6,ai,correct,C
,,,,,
419747,4,7,real,correct,C
,,,,,
419747,68,8,ai,correct,C
,,,,,
419747,76,9,ai,correct,C
,,,,,
419747,1,4,ai,incorrect,C
,,,,,
419747,94,7,ai,correct,C
,,,,,
405333,66,6,ai,correct,B
,,,,,
405333,8,6,ai,incorrect,B
,,,,,
405333,39,8,real,correct,B
,,,,,
405333,55,8,ai,correct,B
,,,,,
405333,44,9,real,correct,B
,,,,,
405333,30,8,real,correct,B
,,,,,
405333,73,8,real,incorrect,B
,,,,,
405333,18,8,real,correct,B
,,,,,
405333,84,7,ai,correct,B
,,,,,
405333,90,8,real,incorrect,B
,,,,,
405333,87,7,real,incorrect,B
,,,,,
405333,88,6,ai,correct,B
,,,,,
405333,60,8,ai,correct,B
,,,,,
405333,2,8,real,correct,B
,,,,,
405333,49,9,real,correct,B
,,,,,
405333,12,8,ai,incorrect,B
,,,,,
405333,37,8,real,correct,B
,,,,,
405333,70,8,real,incorrect,B
,,,,,
405333,54,7,ai,correct,B
,,,,,
405333,64,8,ai,correct,B
,,,,,
683240,30,7,real,correct,B
,,,,,
683240,4,7,real,correct,B
,,,,,
683240,85,7,ai,correct,B
,,,,,
683240,13,5,ai,incorrect,B
,,,,,
683240,53,7,real,incorrect,B
,,,,,
683240,68,7,real,incorrect,B
,,,,,
683240,1,7,ai,incorrect,B
,,,,,
683240,42,7,real,correct,B
,,,,,
683240,54,6,real,incorrect,B
,,,,,
683240,23,7,real,correct,B
,,,,,
683240,69,7,real,incorrect,B
,,,,,
683240,64,6,ai,correct,B
,,,,,
683240,29,6,ai,incorrect,B
,,,,,
683240,48,7,real,correct,B
,,,,,
683240,82,8,real,incorrect,B
,,,,,
683240,46,7,real,correct,B
,,,,,
683240,99,7,real,incorrect,B
,,,,,
683240,41,7,ai,incorrect,B
,,,,,
683240,36,6,ai,incorrect,B
,,,,,
683240,72,7,real,incorrect,B
,,,,,
702961,97,7,ai,correct,B
,,,,,
702961,75,7,real,incorrect,B
,,,,,
702961,24,3,real,correct,B
,,,,,
702961,89,7,real,incorrect,B
,,,,,
702961,2,8,real,correct,B
,,,,,
702961,86,8,ai,correct,B
,,,,,
702961,82,5,real,incorrect,B
,,,,,
702961,96,5,ai,correct,B
,,,,,
702961,99,7,ai,correct,B
,,,,,
702961,47,7,real,correct,B
,,,,,
702961,3,3,ai,incorrect,B
,,,,,
702961,35,7,real,correct,B
,,,,,
702961,48,2,ai,incorrect,B
,,,,,
702961,40,6,ai,incorrect,B
,,,,,
702961,56,6,real,incorrect,B
,,,,,
702961,94,5,ai,correct,B
,,,,,
702961,31,7,ai,incorrect,B
,,,,,
702961,36,7,ai,incorrect,B
,,,,,
702961,98,5,real,incorrect,B
,,,,,
702961,61,8,ai,correct,B
,,,,,
414766,33,8,real,correct,B
,,,,,
414766,52,8,real,incorrect,B
,,,,,
414766,28,9,real,correct,B
,,,,,
414766,76,8,real,incorrect,B
,,,,,
414766,31,7,real,correct,B
,,,,,
414766,93,7,ai,correct,B
,,,,,
414766,17,8,real,correct,B
,,,,,
414766,53,8,ai,correct,B
,,,,,
414766,45,9,real,correct,B
,,,,,
414766,2,7,real,correct,B
,,,,,
414766,13,8,ai,incorrect,B
,,,,,
414766,6,8,real,correct,B
,,,,,
414766,99,7,real,incorrect,B
,,,,,
414766,60,7,ai,correct,B
,,,,,
414766,5,8,real,correct,B
,,,,,
414766,88,8,real,incorrect,B
,,,,,
414766,14,8,real,correct,B
,,,,,
414766,15,8,real,correct,B
,,,,,
414766,89,7,ai,correct,B
,,,,,
414766,50,7,real,correct,B
,,,,,
487705,36,5,real,correct,B
,,,,,
487705,34,5,ai,incorrect,B
,,,,,
487705,3,6,real,correct,B
,,,,,
487705,88,5,ai,correct,B
,,,,,
487705,48,7,ai,incorrect,B
,,,,,
487705,9,7,ai,incorrect,B
,,,,,
487705,93,8,ai,correct,B
,,,,,
487705,49,8,real,correct,B
,,,,,
487705,66,7,real,incorrect,B
,,,,,
487705,45,8,real,correct,B
,,,,,
487705,59,8,ai,correct,B
,,,,,
487705,67,7,ai,correct,B
,,,,,
487705,86,7,real,incorrect,B
,,,,,
487705,63,7,ai,correct,B
,,,,,
487705,68,7,ai,correct,B
,,,,,
487705,25,7,ai,incorrect,B
,,,,,
487705,16,8,real,correct,B
,,,,,
487705,18,8,real,correct,B
,,,,,
487705,38,9,real,correct,B
,,,,,
487705,62,8,ai,correct,B
,,,,,
132975,67,9,ai,correct,D
,,,,,
132975,10,9,real,correct,D
,,,,,
132975,10,9,real,correct,D
,,,,,
132975,1,1,ai,incorrect,D
,,,,,
132975,71,9,ai,correct,D
,,,,,
132975,68,6,ai,correct,D
,,,,,
132975,11,7,ai,incorrect,D
,,,,,
132975,53,7,ai,correct,D
,,,,,
132975,48,1,ai,incorrect,D
,,,,,
132975,41,5,real,correct,D
,,,,,
132975,81,9,ai,correct,D
,,,,,
132975,74,9,ai,correct,D
,,,,,
132975,7,6,ai,incorrect,D
,,,,,
132975,64,8,ai,correct,D
,,,,,
132975,13,7,ai,incorrect,D
,,,,,
132975,12,8,ai,incorrect,D
,,,,,
132975,29,6,real,correct,D
,,,,,
132975,88,9,ai,correct,D
,,,,,
132975,14,6,real,correct,D
,,,,,
132975,31,5,real,correct,D
,,,,,
259113,60,9,ai,correct,D
,,,,,
259113,89,9,ai,correct,D
,,,,,
259113,41,9,real,correct,D
,,,,,
259113,24,9,real,correct,D
,,,,,
259113,56,9,ai,correct,D
,,,,,
259113,53,9,ai,correct,D
,,,,,
259113,98,9,ai,correct,D
,,,,,
259113,8,9,real,correct,D
,,,,,
259113,33,9,real,correct,D
,,,,,
259113,9,9,real,correct,D
,,,,,
259113,58,9,ai,correct,D
,,,,,
259113,16,9,real,correct,D
,,,,,
259113,23,9,real,correct,D
,,,,,
259113,40,9,real,correct,D
,,,,,
259113,75,9,ai,correct,D
,,,,,
259113,94,9,ai,correct,D
,,,,,
259113,10,9,real,correct,D
,,,,,
259113,25,9,real,correct,D
,,,,,
259113,47,9,real,correct,D
,,,,,
259113,47,9,real,correct,D
,,,,,
924452,21,6,real,correct,D
,,,,,
924452,94,7,ai,correct,D
,,,,,
924452,45,5,ai,incorrect,D
,,,,,
924452,18,4,ai,incorrect,D
,,,,,
924452,7,7,real,correct,D
,,,,,
924452,64,7,ai,correct,D
,,,,,
924452,73,6,ai,correct,D
,,,,,
924452,26,5,ai,incorrect,D
,,,,,
924452,80,6,ai,correct,D
,,,,,
924452,80,6,ai,correct,D
,,,,,
924452,86,7,ai,correct,D
,,,,,
924452,100,9,ai,correct,D
,,,,,
924452,89,5,ai,correct,D
,,,,,
924452,65,6,ai,correct,D
,,,,,
924452,1,5,real,correct,D
,,,,,
924452,13,6,real,correct,D
,,,,,
924452,16,7,ai,incorrect,D
,,,,,
924452,49,7,ai,incorrect,D
,,,,,
924452,60,8,real,incorrect,D
,,,,,
924452,53,5,ai,correct,D
,,,,,
995333,79,7,ai,correct,C
,,,,,
995333,28,8,real,correct,C
,,,,,
995333,86,6,ai,correct,C
,,,,,
995333,54,6,ai,correct,C
,,,,,
995333,66,8,real,incorrect,C
,,,,,
995333,73,7,ai,correct,C
,,,,,
995333,61,9,ai,correct,C
,,,,,
995333,47,3,real,correct,C
,,,,,
995333,35,7,real,correct,C
,,,,,
995333,13,6,ai,incorrect,C
,,,,,
995333,31,4,ai,incorrect,C
,,,,,
995333,1,6,real,correct,C
,,,,,
995333,44,8,real,correct,C
,,,,,
995333,10,6,ai,incorrect,C
,,,,,
995333,83,8,ai,correct,C
,,,,,
995333,67,6,ai,correct,C
,,,,,
995333,69,5,ai,correct,C
,,,,,
995333,69,5,ai,correct,C
,,,,,
995333,48,8,ai,incorrect,C
,,,,,
995333,42,6,real,correct,C
,,,,,
835951,58,6,ai,correct,C
,,,,,
835951,24,9,real,correct,C
,,,,,
835951,29,8,real,correct,C
,,,,,
835951,95,7,real,incorrect,C
,,,,,
835951,97,8,ai,correct,C
,,,,,
835951,7,9,real,correct,C
,,,,,
835951,13,9,real,correct,C
,,,,,
835951,66,8,real,incorrect,C
,,,,,
835951,50,8,real,correct,C
,,,,,
835951,80,9,real,incorrect,C
,,,,,
835951,89,9,real,incorrect,C
,,,,,
835951,63,9,real,incorrect,C
,,,,,
835951,34,9,real,correct,C
,,,,,
835951,37,9,real,correct,C
,,,,,
835951,67,7,real,incorrect,C
,,,,,
835951,76,8,real,incorrect,C
,,,,,
835951,21,9,real,correct,C
,,,,,
835951,87,9,real,incorrect,C
,,,,,
835951,54,8,real,incorrect,C
,,,,,
835951,69,9,ai,correct,C
,,,,,
373210,72,9,real,incorrect,A
,,,,,
373210,5,5,ai,incorrect,A
,,,,,
373210,36,5,ai,incorrect,A
,,,,,
373210,85,9,real,incorrect,A
,,,,,
373210,95,6,ai,correct,A
,,,,,
373210,27,7,ai,incorrect,A
,,,,,
373210,65,8,real,incorrect,A
,,,,,
373210,41,9,real,correct,A
,,,,,
373210,13,9,real,correct,A
,,,,,
373210,23,7,ai,incorrect,A
,,,,,
373210,2,8,real,correct,A
,,,,,
373210,24,9,real,correct,A
,,,,,
373210,100,9,real,incorrect,A
,,,,,
373210,38,7,real,correct,A
,,,,,
373210,91,7,ai,correct,A
,,,,,
373210,76,9,ai,correct,A
,,,,,
373210,84,8,ai,correct,A
,,,,,
373210,39,8,ai,incorrect,A
,,,,,
373210,92,7,real,incorrect,A
,,,,,
373210,12,8,real,correct,A
,,,,,
873927,39,9,real,correct,A
,,,,,
873927,13,6,real,correct,A
,,,,,
873927,45,7,real,correct,A
,,,,,
873927,11,4,ai,incorrect,A
,,,,,
873927,54,7,real,incorrect,A
,,,,,
873927,72,6,ai,correct,A
,,,,,
873927,28,5,ai,incorrect,A
,,,,,
873927,15,8,real,correct,A
,,,,,
873927,69,5,ai,correct,A
,,,,,
873927,26,5,ai,incorrect,A
,,,,,
873927,19,2,ai,incorrect,A
,,,,,
873927,27,6,ai,incorrect,A
,,,,,
873927,94,5,real,incorrect,A
,,,,,
873927,6,6,ai,incorrect,A
,,,,,
873927,80,7,ai,correct,A
,,,,,
873927,84,6,ai,correct,A
,,,,,
873927,2,8,real,correct,A
,,,,,
873927,96,7,ai,correct,A
,,,,,
873927,66,7,ai,correct,A
,,,,,
873927,42,8,real,correct,A
,,,,,
280643,24,7,real,correct,D
,,,,,
280643,18,8,ai,incorrect,D
,,,,,
280643,59,9,real,incorrect,D
,,,,,
280643,1,7,real,correct,D
,,,,,
280643,84,6,real,incorrect,D
,,,,,
280643,73,7,ai,correct,D
,,,,,
280643,23,7,real,correct,D
,,,,,
280643,52,6,real,incorrect,D
,,,,,
280643,45,2,real,correct,D
,,,,,
280643,37,8,ai,incorrect,D
,,,,,
280643,32,7,real,correct,D
,,,,,
280643,34,8,real,correct,D
,,,,,
280643,56,9,ai,correct,D
,,,,,
280643,16,9,ai,incorrect,D
,,,,,
280643,78,9,ai,correct,D
,,,,,
280643,22,9,real,correct,D
,,,,,
280643,10,9,real,correct,D
,,,,,
280643,26,9,real,correct,D
,,,,,
280643,50,9,real,correct,D
,,,,,
280643,93,9,real,incorrect,D
,,,,,
531746,4,9,real,correct,C
,,,,,
531746,49,9,real,correct,C
,,,,,
531746,85,9,real,incorrect,C
,,,,,
531746,62,9,real,incorrect,C
,,,,,
531746,90,9,real,incorrect,C
,,,,,
531746,65,5,ai,correct,C
,,,,,
531746,20,9,real,correct,C
,,,,,
531746,74,9,real,incorrect,C
,,,,,
531746,89,9,real,incorrect,C
,,,,,
531746,40,9,real,correct,C
,,,,,
531746,10,9,real,correct,C
,,,,,
531746,100,9,real,incorrect,C
,,,,,
531746,73,9,real,incorrect,C
,,,,,
531746,79,9,real,incorrect,C
,,,,,
531746,17,9,real,correct,C
,,,,,
531746,35,9,real,correct,C
,,,,,
531746,34,9,real,correct,C
,,,,,
531746,68,9,real,incorrect,C
,,,,,
531746,6,9,real,correct,C
,,,,,
531746,52,9,real,incorrect,C
,,,,,
481208,71,6,ai,correct,D
,,,,,
481208,100,7,ai,correct,D
,,,,,
481208,57,7,ai,correct,D
,,,,,
481208,90,3,ai,correct,D
,,,,,
481208,86,5,real,incorrect,D
,,,,,
481208,34,4,real,correct,D
,,,,,
481208,74,3,ai,correct,D
,,,,,
481208,53,3,ai,correct,D
,,,,,
481208,85,3,ai,correct,D
,,,,,
481208,31,6,ai,incorrect,D
,,,,,
481208,55,2,ai,correct,D
,,,,,
481208,51,9,ai,correct,D
,,,,,
481208,67,9,ai,correct,D
,,,,,
481208,7,6,real,correct,D
,,,,,
481208,94,6,ai,correct,D
,,,,,
481208,68,3,ai,correct,D
,,,,,
481208,62,4,real,incorrect,D
,,,,,
481208,18,6,ai,incorrect,D
,,,,,
481208,48,2,ai,incorrect,D
,,,,,
481208,95,3,ai,correct,D
,,,,,
241887,20,6,real,correct,B
,,,,,
241887,52,7,ai,correct,B
,,,,,
241887,40,4,ai,incorrect,B
,,,,,
241887,95,5,real,incorrect,B
,,,,,
241887,53,6,ai,correct,B
,,,,,
241887,71,5,ai,correct,B
,,,,,
241887,88,3,ai,correct,B
,,,,,
241887,69,7,ai,correct,B
,,,,,
241887,24,5,ai,incorrect,B
,,,,,
241887,2,9,real,correct,B
,,,,,
241887,77,3,ai,correct,B
,,,,,
241887,66,3,real,incorrect,B
,,,,,
241887,80,2,ai,correct,B
,,,,,
241887,5,7,real,correct,B
,,,,,
241887,10,6,ai,incorrect,B
,,,,,
241887,31,5,real,correct,B
,,,,,
241887,11,6,real,correct,B
,,,,,
241887,38,3,ai,incorrect,B
,,,,,
241887,92,4,ai,correct,B
,,,,,
241887,82,6,real,incorrect,B
,,,,,
993527,21,9,real,correct,C
,,,,,
993527,26,9,real,correct,C
,,,,,
993527,24,8,real,correct,C
,,,,,
993527,24,8,real,correct,C
,,,,,
993527,68,9,real,incorrect,C
,,,,,
993527,60,9,real,incorrect,C
,,,,,
993527,92,7,real,incorrect,C
,,,,,
993527,37,7,real,correct,C
,,,,,
993527,48,7,real,correct,C
,,,,,
993527,1,7,real,correct,C
,,,,,
993527,67,7,real,incorrect,C
,,,,,
993527,91,7,real,incorrect,C
,,,,,
993527,12,8,real,correct,C
,,,,,
993527,50,7,real,correct,C
,,,,,
993527,76,9,ai,correct,C
,,,,,
993527,29,7,real,correct,C
,,,,,
993527,63,8,real,incorrect,C
,,,,,
993527,63,8,real,incorrect,C
,,,,,
993527,63,8,real,incorrect,C
,,,,,
993527,28,9,real,correct,C
,,,,,
240895,94,9,ai,correct,C
,,,,,
240895,46,9,ai,incorrect,C
,,,,,
240895,84,9,ai,correct,C
,,,,,
240895,22,9,ai,incorrect,C
,,,,,
240895,22,9,ai,incorrect,C
,,,,,
240895,22,9,ai,incorrect,C
,,,,,
240895,22,9,ai,incorrect,C
,,,,,
240895,22,9,ai,incorrect,C
,,,,,
240895,44,9,ai,incorrect,C
,,,,,
240895,44,9,ai,incorrect,C
,,,,,
240895,48,9,ai,incorrect,C
,,,,,
240895,36,9,ai,incorrect,C
,,,,,
240895,41,9,ai,incorrect,C
,,,,,
240895,90,9,ai,correct,C
,,,,,
240895,9,9,ai,incorrect,C
,,,,,
240895,18,9,ai,incorrect,C
,,,,,
240895,47,9,ai,incorrect,C
,,,,,
240895,78,9,ai,correct,C
,,,,,
240895,65,9,ai,correct,C
,,,,,
240895,53,8,ai,correct,C
,,,,,
964666,67,8,real,incorrect,C
,,,,,
964666,2,8,real,correct,C
,,,,,
964666,37,7,real,correct,C
,,,,,
964666,61,9,real,incorrect,C
,,,,,
964666,89,7,ai,correct,C
,,,,,
964666,25,7,ai,incorrect,C
,,,,,
964666,4,8,real,correct,C
,,,,,
964666,52,8,real,incorrect,C
,,,,,
964666,44,8,ai,incorrect,C
,,,,,
964666,30,9,real,correct,C
,,,,,
964666,36,5,ai,incorrect,C
,,,,,
964666,19,8,real,correct,C
,,,,,
964666,91,9,real,incorrect,C
,,,,,
964666,54,9,real,incorrect,C
,,,,,
964666,3,9,real,correct,C
,,,,,
964666,58,8,real,incorrect,C
,,,,,
964666,41,7,real,correct,C
,,,,,
964666,6,5,ai,incorrect,C
,,,,,
964666,5,8,ai,incorrect,C
,,,,,
964666,83,8,real,incorrect,C
,,,,,
623180,4,9,real,correct,A
,,,,,
623180,45,6,ai,incorrect,A
,,,,,
623180,29,7,real,correct,A
,,,,,
623180,93,9,real,incorrect,A
,,,,,
623180,44,9,real,correct,A
,,,,,
623180,63,9,ai,correct,A
,,,,,
623180,9,7,ai,incorrect,A
,,,,,
623180,7,8,real,correct,A
,,,,,
623180,39,8,real,correct,A
,,,,,
623180,16,8,ai,incorrect,A
,,,,,
623180,53,9,ai,correct,A
,,,,,
623180,66,6,real,incorrect,A
,,,,,
623180,71,9,real,incorrect,A
,,,,,
623180,34,3,real,correct,A
,,,,,
623180,94,6,real,incorrect,A
,,,,,
623180,49,9,real,correct,A
,,,,,
623180,24,5,real,correct,A
,,,,,
623180,92,3,real,incorrect,A
,,,,,
623180,28,9,ai,incorrect,A
,,,,,
623180,72,3,real,incorrect,A
,,,,,
340652,79,7,ai,correct,C
,,,,,
340652,24,7,real,correct,C
,,,,,
340652,43,6,ai,incorrect,C
,,,,,
340652,18,8,real,correct,C
,,,,,
340652,5,7,real,correct,C
,,,,,
340652,91,9,ai,correct,C
,,,,,
340652,2,8,real,correct,C
,,,,,
340652,38,7,real,correct,C
,,,,,
340652,95,5,ai,correct,C
,,,,,
340652,3,7,real,correct,C
,,,,,
340652,65,5,ai,correct,C
,,,,,
340652,11,6,ai,incorrect,C
,,,,,
340652,98,9,ai,correct,C
,,,,,
340652,10,3,ai,incorrect,C
,,,,,
340652,100,9,ai,correct,C
,,,,,
340652,74,5,ai,correct,C
,,,,,
340652,99,9,ai,correct,C
,,,,,
340652,82,6,real,incorrect,C
,,,,,
340652,13,6,real,correct,C
,,,,,
340652,34,6,real,correct,C
,,,,,
656406,23,6,real,correct,D
,,,,,
656406,28,6,real,correct,D
,,,,,
656406,61,6,ai,correct,D
,,,,,
656406,93,5,ai,correct,D
,,,,,
656406,8,6,ai,incorrect,D
,,,,,
656406,14,8,real,correct,D
,,,,,
656406,88,5,ai,correct,D
,,,,,
656406,60,9,real,incorrect,D
,,,,,
656406,54,6,real,incorrect,D
,,,,,
656406,72,6,ai,correct,D
,,,,,
656406,20,7,real,correct,D
,,,,,
656406,19,4,ai,incorrect,D
,,,,,
656406,22,6,real,correct,D
,,,,,
656406,59,7,ai,correct,D
,,,,,
656406,17,8,real,correct,D
,,,,,
656406,92,3,ai,correct,D
,,,,,
656406,87,7,real,incorrect,D
,,,,,
656406,63,5,ai,correct,D
,,,,,
656406,95,6,ai,correct,D
,,,,,
656406,95,5,ai,correct,D
,,,,,
848788,30,7,real,correct,B
,,,,,
848788,40,8,ai,incorrect,B
,,,,,
848788,65,9,real,incorrect,B
,,,,,
848788,45,8,ai,incorrect,B
,,,,,
848788,31,8,real,correct,B
,,,,,
848788,41,7,ai,incorrect,B
,,,,,
848788,39,9,ai,incorrect,B
,,,,,
848788,18,9,real,correct,B
,,,,,
848788,20,9,real,correct,B
,,,,,
848788,66,9,ai,correct,B
,,,,,
848788,19,9,real,correct,B
,,,,,
848788,44,9,ai,incorrect,B
,,,,,
848788,3,9,real,correct,B
,,,,,
848788,99,9,ai,correct,B
,,,,,
848788,43,9,ai,incorrect,B
,,,,,
848788,89,9,real,incorrect,B
,,,,,
848788,26,9,ai,incorrect,B
,,,,,
848788,42,7,ai,incorrect,B
,,,,,
848788,100,6,ai,correct,B
,,,,,
848788,48,9,ai,incorrect,B
,,,,,
116054,67,7,ai,correct,D
,,,,,
116054,100,5,ai,correct,D
,,,,,
116054,23,4,real,correct,D
,,,,,
116054,62,7,real,incorrect,D
,,,,,
116054,91,6,ai,correct,D
,,,,,
116054,3,6,ai,incorrect,D
,,,,,
116054,66,7,real,incorrect,D
,,,,,
116054,5,7,real,correct,D
,,,,,
116054,96,4,ai,correct,D
,,,,,
116054,8,8,ai,incorrect,D
,,,,,
116054,9,5,ai,incorrect,D
,,,,,
116054,7,6,real,correct,D
,,,,,
116054,43,7,ai,incorrect,D
,,,,,
116054,52,7,real,incorrect,D
,,,,,
116054,37,7,real,correct,D
,,,,,
116054,37,7,real,correct,D
,,,,,
116054,57,5,ai,correct,D
,,,,,
116054,88,9,ai,correct,D
,,,,,
116054,88,9,ai,correct,D
,,,,,
116054,85,8,real,incorrect,D
,,,,,
583903,59,9,real,incorrect,C
,,,,,
583903,17,6,ai,incorrect,C
,,,,,
583903,62,8,real,incorrect,C
,,,,,
583903,94,6,real,incorrect,C
,,,,,
583903,21,6,real,correct,C
,,,,,
583903,38,9,real,correct,C
,,,,,
583903,7,6,ai,incorrect,C
,,,,,
583903,74,7,real,incorrect,C
,,,,,
583903,81,9,ai,correct,C
,,,,,
583903,25,8,real,correct,C
,,,,,
583903,58,8,ai,correct,C
,,,,,
583903,73,8,ai,correct,C
,,,,,
583903,57,7,ai,correct,C
,,,,,
583903,30,8,real,correct,C
,,,,,
583903,47,8,real,correct,C
,,,,,
583903,67,7,ai,correct,C
,,,,,
583903,100,8,ai,correct,C
,,,,,
583903,18,8,real,correct,C
,,,,,
583903,85,7,real,incorrect,C
,,,,,
583903,11,8,real,correct,C
,,,,,
480203,38,7,ai,incorrect,C
,,,,,
480203,9,4,ai,incorrect,C
,,,,,
480203,66,6,ai,correct,C
,,,,,
480203,90,6,real,incorrect,C
,,,,,
480203,44,8,ai,incorrect,C
,,,,,
480203,65,7,real,incorrect,C
,,,,,
480203,95,6,ai,correct,C
,,,,,
480203,7,9,real,correct,C
,,,,,
480203,6,9,real,correct,C
,,,,,
480203,100,5,ai,correct,C
,,,,,
480203,54,5,ai,correct,C
,,,,,
480203,92,7,ai,correct,C
,,,,,
480203,32,9,real,correct,C
,,,,,
480203,19,8,real,correct,C
,,,,,
480203,28,8,real,correct,C
,,,,,
480203,70,9,ai,correct,C
,,,,,
480203,37,6,ai,incorrect,C
,,,,,
480203,75,9,ai,correct,C
,,,,,
480203,89,9,real,incorrect,C
,,,,,
480203,33,8,real,correct,C
,,,,,
590927,74,3,ai,correct,C
,,,,,
590927,81,9,ai,correct,C
,,,,,
590927,3,4,real,correct,C
,,,,,
590927,79,3,ai,correct,C
,,,,,
590927,43,4,ai,incorrect,C
,,,,,
590927,55,2,ai,correct,C
,,,,,
590927,67,7,ai,correct,C
,,,,,
590927,46,5,real,correct,C
,,,,,
590927,36,9,ai,incorrect,C
,,,,,
590927,35,5,real,correct,C
,,,,,
590927,68,6,ai,correct,C
,,,,,
590927,20,3,real,correct,C
,,,,,
590927,61,8,ai,correct,C
,,,,,
590927,100,9,ai,correct,C
,,,,,
590927,93,2,ai,correct,C
,,,,,
590927,59,6,real,incorrect,C
,,,,,
590927,54,5,real,incorrect,C
,,,,,
590927,83,8,ai,correct,C
,,,,,
590927,73,7,ai,correct,C
,,,,,
590927,87,6,ai,correct,C
,,,,,
424706,87,6,real,incorrect,C
,,,,,
424706,52,7,real,incorrect,C
,,,,,
424706,24,5,real,correct,C
,,,,,
424706,21,5,ai,incorrect,C
,,,,,
424706,98,6,ai,correct,C
,,,,,
424706,68,6,real,incorrect,C
,,,,,
424706,9,5,real,correct,C
,,,,,
424706,32,6,real,correct,C
,,,,,
424706,91,5,real,incorrect,C
,,,,,
424706,13,4,ai,incorrect,C
,,,,,
424706,29,5,real,correct,C
,,,,,
424706,35,5,real,correct,C
,,,,,
424706,61,7,real,incorrect,C
,,,,,
424706,41,5,ai,incorrect,C
,,,,,
424706,90,7,real,incorrect,C
,,,,,
424706,86,6,real,incorrect,C
,,,,,
424706,43,6,real,correct,C
,,,,,
424706,59,5,real,incorrect,C
,,,,,
424706,71,6,real,incorrect,C
,,,,,
424706,46,7,real,correct,C
,,,,,
153272,82,6,real,incorrect,C
,,,,,
153272,59,5,ai,correct,C
,,,,,
153272,80,8,ai,correct,C
,,,,,
153272,91,8,ai,correct,C
,,,,,
153272,63,5,real,incorrect,C
,,,,,
153272,45,8,ai,incorrect,C
,,,,,
153272,49,8,real,correct,C
,,,,,
153272,78,8,ai,correct,C
,,,,,
153272,22,8,ai,incorrect,C
,,,,,
153272,22,8,ai,incorrect,C
,,,,,
153272,56,7,ai,correct,C
,,,,,
153272,32,6,real,correct,C
,,,,,
153272,99,9,ai,correct,C
,,,,,
153272,93,6,ai,correct,C
,,,,,
153272,10,7,ai,incorrect,C
,,,,,
153272,66,6,real,incorrect,C
,,,,,
153272,26,9,real,correct,C
,,,,,
153272,88,9,ai,correct,C
,,,,,
153272,38,8,ai,incorrect,C
,,,,,
153272,2,7,real,correct,C
,,,,,
723318,10,9,real,correct,C
,,,,,
723318,51,6,ai,correct,C
,,,,,
723318,7,6,ai,incorrect,C
,,,,,
723318,47,7,ai,incorrect,C
,,,,,
723318,90,7,real,incorrect,C
,,,,,
723318,17,8,real,correct,C
,,,,,
723318,31,9,ai,incorrect,C
,,,,,
723318,43,9,real,correct,C
,,,,,
723318,96,9,real,incorrect,C
,,,,,
723318,98,9,ai,correct,C
,,,,,
723318,6,7,real,correct,C
,,,,,
723318,41,9,real,correct,C
,,,,,
723318,59,9,real,incorrect,C
,,,,,
723318,15,7,ai,incorrect,C
,,,,,
723318,100,9,ai,correct,C
,,,,,
723318,35,9,real,correct,C
,,,,,
723318,75,9,ai,correct,C
,,,,,
723318,13,7,ai,incorrect,C
,,,,,
723318,80,7,ai,correct,C
,,,,,
723318,78,7,ai,correct,C
,,,,,
347948,60,7,real,incorrect,A
,,,,,
347948,9,5,ai,incorrect,A
,,,,,
347948,72,7,real,incorrect,A
,,,,,
347948,83,4,ai,correct,A
,,,,,
347948,83,4,ai,correct,A
,,,,,
347948,56,7,ai,correct,A
,,,,,
347948,10,6,real,correct,A
,,,,,
347948,69,8,ai,correct,A
,,,,,
347948,26,5,real,correct,A
,,,,,
347948,59,5,ai,correct,A
,,,,,
347948,98,7,ai,correct,A
,,,,,
347948,13,7,real,correct,A
,,,,,
347948,30,8,real,correct,A
,,,,,
347948,6,5,real,correct,A
,,,,,
347948,46,8,real,correct,A
,,,,,
347948,54,7,ai,correct,A
,,,,,
347948,32,7,real,correct,A
,,,,,
347948,35,6,real,correct,A
,,,,,
347948,64,7,ai,correct,A
,,,,,
347948,40,7,ai,incorrect,A
,,,,,
526579,22,8,real,correct,B
,,,,,
526579,14,8,ai,incorrect,B
,,,,,
526579,18,6,ai,incorrect,B
,,,,,
526579,65,7,ai,correct,B
,,,,,
526579,21,6,ai,incorrect,B
,,,,,
526579,8,9,ai,incorrect,B
,,,,,
526579,54,6,ai,correct,B
,,,,,
526579,4,7,real,correct,B
,,,,,
526579,80,9,ai,correct,B
,,,,,
526579,57,7,ai,correct,B
,,,,,
526579,96,8,ai,correct,B
,,,,,
526579,91,7,ai,correct,B
,,,,,
526579,6,8,ai,incorrect,B
,,,,,
526579,45,8,ai,incorrect,B
,,,,,
526579,95,8,real,incorrect,B
,,,,,
526579,15,8,ai,incorrect,B
,,,,,
